0|Tesauro o archivo autoridades del cual procede el encabezamiento
1|Encabezamiento de la  LC para literatura infantil
2|Encabezamiento de NLM
3|Archivo autoridades del National Agricultural Library 
4|Fuente no especificada
5|Encabezamiento de la Canadian Subject Headings
6|Tesauro o archivo autoridades del Université de LAval.
7|Fuente especificada en el campo $2

