1|Número de caracteres que no se alfabetizan
2|Número de caracteres que no se alfabetizan
3|Número de caracteres que no se alfabetizan
4|Número de caracteres que no se alfabetizan
5|Número de caracteres que no se alfabetizan
6|Número de caracteres que no se alfabetizan
7|Número de caracteres que no se alfabetizan
8|Número de caracteres que no se alfabetizan
9|Número de caracteres que no se alfabetizan
