a|Aumento no nível de codificação 
C|Alterado ou revisado 
d|Deletado
n|Novo
o|Obsoleto
s|Deletado, cabeçalho dividido em dois ou mais cabeçalhos
x|Deletado, cabeçalho substituído por outro cabeçalho
