0|0 Cabeçalho de assunto da Library of Congress / lista de autoridades da LC
1|1 Cabeçalhos de assunto da LC para literatura infantil
2|2 Cabeçalhos de assuntos de Medicina / lista de autoridades da NLM
3|3 Lista de autoridade-assunto / National Agricultural Library
4|4 Fonte não especificada
5|5 Cabeçalhos de assuntos Canadenses (NLC)
6|6 Répertoire de vedettes-matière de l'Université de Laval.
7|7 Fonte especificada no subcampo 2
