0|0 ISRC - International Standard Recording Code
1|1 UPC - Universal Product Code 
2|2 ISMN - International Standard Music Number
3|3 EAN - International Article Number
4|4 SICI - Serial Item and Contribution Identifier
7|5 Fonte especificada no $2
8|6 Tipo de número ou código padrão não especificado
